word_id,word,songs,news,youtube,total,source_count,part_of_speech
b0ecd10a-05cc-4cfe-9c52-5baa69f00feb,חוט,3,1,0,4,2,Noun - masculine
944d5d8d-3ef2-4195-a5f6-1146748583f8,חוטא,0,0,1,1,1,"Verb - pa'al, Verb - pi'el"
30a96fb8-585e-4160-a14c-c608b874bc35,חוטי,1,0,0,1,1,Noun - masculine
30dda16e-c582-4cb7-8b6f-2ca8b53f45bd,חוטים,1,0,0,1,1,Noun - masculine
9ff83ce3-94b0-4894-aa7d-93f64700b95c,חוטף,1,0,0,1,1,Verb - pa'al
9d07721b-ac21-44ca-8d09-08a9ccac82ad,חוכמה,0,1,0,1,1,"Noun - kotla pattern , feminine"
6b81814a-a78d-4f45-bfc5-8f6575f368d9,חול,5,3,1,9,3,"Noun - masculine, Verb - pa'al"
48feb74b-e323-4a2d-b608-f7d4572a4ba7,חולדות,1,0,0,1,1,"Noun - kutla pattern , feminine"
e026c505-affe-4d00-a045-d00ee1266348,חולה,17,7,38,62,3,"Adjective - kotel pattern, Noun - masculine, Verb - pa'al"
c0f4d954-2594-4b42-9bd4-ec6a262d461f,חולות,3,3,0,6,2,"Adjective - kotel pattern, Noun - masculine, Verb - pa'al"
5af3a0df-2405-41d7-baf4-4c58117097ba,חולי,0,3,0,3,1,"Noun - masculine, Verb - pa'al"
707fe0c8-3e7f-4263-a603-92a7d61bd539,חוליות,0,1,0,1,1,Noun
b7540809-695c-4f88-a250-75e485c30644,חולים,1,45,7,53,3,"Adjective - kotel pattern, Verb - pa'al"
9d44c165-474c-4529-879b-9d2d36bf1e96,חולם,14,1,3,18,3,"Noun - masculine, Verb - pa'al"
20a566b8-7266-417b-a2a9-06412b1cef34,חולמים,0,3,0,3,1,Verb - pa'al
99c35d8c-f8d1-4a08-ba53-ca7eb0115c0b,חולמת,8,0,0,8,1,Verb - pa'al
6f06b326-21a2-4942-a943-e6442c85b612,חולנית,1,0,0,1,1,Adjective
a1e780e3-b574-4444-9d40-1810335616b7,חולף,3,0,0,3,1,Verb - pa'al
6deae489-681c-4b6d-b8e9-2c3c1fba9543,חולפים,1,0,0,1,1,Verb - pa'al
0f9eae8b-7146-46c3-9353-311f82ec57eb,חולפת,2,2,0,4,2,Verb - pa'al
6c3ef263-0940-4d28-bec8-4c02dd8c2b04,חולץ,1,0,0,1,1,"Verb - pa'al, Verb - pi'el"
6abc81ba-19f0-4213-bbf3-15b5aea8311d,חולצה,6,1,1,8,3,"Noun - kutla pattern , feminine, Verb - pi'el"
c0f80164-e40c-4177-8044-3d9c783d9423,חולצו,0,3,0,3,1,Verb - pi'el
d8402b01-e8dc-4f1f-bd05-6b0809446a76,חולצות,3,4,0,7,2,"Noun - kutla pattern , feminine, Verb - pa'al"
d810360a-54d4-45e3-9ff8-12182d930a7e,חולק,0,0,1,1,1,"Verb - pa'al, Verb - pi'el"
3f3f2a0a-ba67-45d7-8504-e07cf5f66a21,חולקה,0,1,0,1,1,Verb - pi'el
08d29bd1-2ce2-4a2f-84aa-3c4f67ca4f70,חולקו,0,4,0,4,1,Verb - pi'el
e6ec0f57-7f3a-41b0-ba64-afa3743551c4,חולקות,0,1,0,1,1,Verb - pa'al
74a160c5-ba62-46d7-b7ba-056072af1060,חולקים,0,2,0,2,1,Verb - pa'al
61a6c739-3f00-42f9-a494-257d60cdc4f3,חולקת,1,1,0,2,2,"Verb - pa'al, Verb - pi'el"
1b582545-e322-427f-8a59-7fbf3af133df,חולשה,2,1,0,3,2,"Noun - kutla pattern , feminine"
03143f62-3484-4b52-ad0d-15949074bcb2,חולשות,1,0,0,1,1,Verb - pa'al
9da21ad4-4ccf-44f1-b3f6-ffe45b741dba,חולשתו,0,1,0,1,1,"Noun - kutla pattern , feminine"
c1594bdc-04d3-4e4e-82b4-68f9aa96bfd5,חום,13,5,1,19,3,"Adjective, Noun - kotel pattern , masculine"
8a54705d-9ac8-4224-8737-f510d7c0460c,חומה,3,3,0,6,2,"Adjective, Noun - feminine, Noun - kotel pattern , masculine"
0fe5febd-605b-4987-bef9-324e5e3f7367,חומות,3,2,0,5,2,"Adjective, Noun - feminine"
dc665cd0-188e-4a8d-8726-f0c2bb8b0038,חומץ,0,1,0,1,1,"Noun - kotel pattern , masculine"
1f87b580-9e6c-4191-9745-30539c19405b,חומר,2,2,0,4,2,"Noun - kotel pattern , masculine"
ed4ee470-0df6-45c3-85ba-a562c7721c4a,חומרה,0,2,0,2,1,"Noun - kotel pattern , masculine, Noun - kotla pattern , feminine, Noun - kutla pattern , feminine"
8cc8ff41-bb49-415a-adb3-9c0d9a858aa1,חומרי,0,4,0,4,1,"Noun - kotel pattern , masculine"
bdc69b48-d2db-447d-a321-7e6474d0fb47,חומרים,0,4,0,4,1,"Noun - kotel pattern , masculine"
ec532977-9bf5-48ec-87dd-6b617e1f2bbb,חומש,0,2,1,3,2,"Noun - kotel pattern , masculine, Verb - pi'el"
cb2f1b6e-f325-4204-b715-4d3a137a2556,חונכתי,0,1,0,1,1,Verb - pi'el
e14fe8ee-6f00-4958-ab69-3c38ce07ff84,חונק,1,0,1,2,2,Verb - pa'al
d40f28ca-deff-4560-9c0b-d7ef1e643bc9,חונקת,1,0,0,1,1,Verb - pa'al
068a2ca5-87b9-497d-902e-40834a47fa7b,חוסכת,1,0,1,2,2,Verb - pa'al
145537f2-c46a-4186-9b91-777f1a8cd010,חוסל,0,9,0,9,1,Verb - pi'el
6b7c6faf-4a1e-447a-bd8c-74ff5298aed2,חוסלו,0,4,0,4,1,Verb - pi'el
d0429d5a-2312-48c1-872e-e751ef4e2ce3,חוסם,0,0,1,1,1,Verb - pa'al
9d306a28-3117-4c51-8d85-ba824f2bddcf,חוסן,0,13,0,13,1,"Noun - kotel pattern , masculine, Verb - pi'el"
7f5d4846-d41b-4d88-9536-0acf3d73a100,חוסנו,0,3,0,3,1,"Noun - kotel pattern , masculine, Verb - pi'el"
18a292ff-255d-4295-a594-3bfc947c9c4d,חוסר,2,11,3,16,3,"Noun - kotel pattern , masculine, Verb - pi'el"
f1e57cca-52cf-4c72-91d1-cd227f7ea25e,חוף,3,1,0,4,2,Noun - masculine
5c0c20d9-71ac-4226-bf7b-1a1a463b6428,חופה,0,0,5,5,1,"Noun - kutla pattern , feminine, Noun - masculine, Verb - pi'el"
2b444eb2-8206-4303-9d4c-4e040c18b36e,חופות,0,0,1,1,1,"Noun - kutla pattern , feminine"
8c086a8f-ba28-4390-ac5d-94ed788027f6,חופי,0,2,0,2,1,Noun - masculine
ec5821ca-544d-46b3-a97b-2a5282896487,חופף,1,0,0,1,1,"Verb - pa'al, Verb - pi'el"
17aab58f-70ae-4bb2-912b-3542e87dc13e,חופרת,1,0,1,2,2,Verb - pa'al
51398bef-90c5-4798-ba9c-3f05ed2fbdf3,חופש,9,4,1,14,3,"Noun - kotel pattern , masculine, Verb - pi'el"
4458c8b4-627a-4c68-bd27-b896d80ac228,חופשה,2,7,0,9,2,"Noun - kotel pattern , masculine, Noun - kutla pattern , feminine, Verb - pi'el"
a82919c1-a7f3-4ff5-bcaf-6ace08162466,חופשות,1,1,0,2,2,"Noun - kutla pattern , feminine"
79e0c59d-80d5-46a6-8f5a-869d277eef7f,חופשי,3,4,0,7,2,"Adjective, Noun - kotel pattern , masculine"
25c02d16-d764-4742-8f66-6d81420adae5,חופשיה,2,0,0,2,1,"Noun - kotel pattern , masculine"
cf69a330-380e-4dcb-9a9a-0f14af250c2d,חופשיות,1,0,0,1,1,Adjective
908190f1-2739-45bd-9d45-550defd1003e,חופשיים,0,7,0,7,1,Adjective
e0f36de1-193a-4581-9522-3acd8881c9cb,חופשית,0,3,0,3,1,Adjective
d895b7a1-1a17-4ed4-bce5-f3c618983386,חופשת,0,12,0,12,1,"Noun - kutla pattern , feminine, Verb - pi'el"
f4d5cb0a-0b23-49e0-b399-3adf8936b78f,חוץ,11,16,9,36,3,Noun
07b45d35-f598-4ca6-b6ca-cae4076480e1,חוצה,2,1,2,5,3,"Noun, Verb - pa'al"
84af3758-edd5-493b-a5ee-3c8f033f5033,חוצים,1,0,0,1,1,Verb - pa'al
7d39f75d-a855-46bb-8f4a-d3b905551efb,חוק,0,40,0,40,1,"Noun - kotel pattern , masculine"
8de63ab9-b665-425d-ae17-785aeb639d95,חוקה,0,1,0,1,1,"Noun - kotel pattern , masculine, Noun - kutla pattern , feminine, Verb - pi'el"
e7003cee-ca00-4553-83c6-61e53c8fc934,חוקי,2,5,0,7,2,"Adjective, Noun - kotel pattern , masculine"
a403f070-5c41-4aa6-860d-3b1ddd4d1205,חוקיה,0,1,0,1,1,"Noun - kotel pattern , masculine"
7b336f91-f18b-418b-a363-06550cd49ec5,חוקיות,0,2,0,2,1,Adjective
3df49bf8-871b-48b5-91c3-50ccd5258cfb,חוקיים,0,1,0,1,1,Adjective
4c46522f-4b78-4c7a-8a93-5c2a498c62ee,חוקים,0,3,0,3,1,"Noun - kotel pattern , masculine"
5d97c7f6-5cad-4957-9f7d-91f60e177b45,חוקית,0,1,0,1,1,"Adjective, Verb - pi'el"
3353ea8f-f42d-4c96-8f4f-69e81f1061b1,חוקקה,0,2,0,2,1,Verb - pi'el
c8a50d9a-73ac-4fcc-ae5a-8d6edef065ba,חוקקו,0,1,0,1,1,Verb - pi'el
bb7e3866-e0be-44a6-82a3-8aeae31f0231,חוקר,0,2,0,2,1,Verb - pa'al
7d02d8a8-10ba-44db-800d-4751059c6489,חוקרים,0,3,0,3,1,Verb - pa'al
175d06b6-575e-42bb-a3cd-dd392b3f5b3e,חוקרת,0,0,1,1,1,Verb - pa'al
b8df0b7a-00a9-4963-89f9-4f1c2dbf131a,חור,1,0,1,2,2,"Noun - kotel pattern , masculine"
0182c812-088d-4832-bf02-8f7562dacc18,חורבן,1,11,1,13,3,"Noun - masculine, Verb - pi'el"
52ee244f-73cb-43b6-b974-79d49e2d529b,חורזת,1,0,0,1,1,Verb - pa'al
e635ae3e-6617-4223-a63b-256b2e2a09e4,חורט,2,2,0,4,2,Verb - pa'al
367f0b2f-4991-46b9-8810-05c13e52e1e4,חורטת,2,0,0,2,1,Verb - pa'al
c5a78c3f-756b-4772-8635-ef44d039f276,חורים,2,1,0,3,2,"Noun - kotel pattern , masculine, Verb - pa'al"
1cb21def-3003-4e82-a5a4-027e224cbe2b,חורף,10,5,0,15,2,"Noun - kotel pattern , masculine, Verb - pa'al"
a5c0fc37-cc33-4574-88f1-fc2372bc0feb,חורש,0,1,0,1,1,Verb - pa'al
64b19baa-d436-4417-bafd-65635342f248,חורשים,0,1,0,1,1,Verb - pa'al
f724f8f2-3fcc-48b1-aa41-290a7c172bf2,חורשת,0,0,3,3,1,"Noun - kutla pattern , feminine, Verb - pa'al"
c5bf0911-9488-4b92-94a8-778e67612b34,חוש,1,0,2,3,2,"Noun, Verb - pa'al"
5ed9d1eb-15d6-4b57-b548-0c1dc2a73bea,חושב,47,6,18,71,3,"Verb - pa'al, Verb - pi'el"
42538d4c-2c06-4d50-b71a-4c9fa6d609d7,חושבות,4,0,0,4,1,Verb - pa'al
5899ba29-4a22-4b1c-9a16-44d7384bdd20,חושבים,5,7,5,17,3,Verb - pa'al
26113b23-babf-47da-84f6-e09669a96b00,חושבת,13,0,4,17,2,"Verb - pa'al, Verb - pi'el"
bb918df2-91f0-47fb-9c06-06d861f13ce1,חושדים,0,1,0,1,1,Verb - pa'al
bcf78883-1f50-4917-8692-b51bd2a644dc,חושי,0,4,0,4,1,"Noun, Verb - pa'al"
90526158-9d92-4752-80dd-d4140e07cc99,חושים,0,0,2,2,1,Noun
60e1e66e-f0c2-477a-860c-e96bc6456dd3,חושך,4,2,0,6,2,"Noun, Noun - kotel pattern , masculine, Verb - pa'al"
88a14f4e-031e-47e9-9952-fda3aef48ccf,חושלתי,1,0,0,1,1,Verb - pi'el
f4ea1736-bc71-4f8c-9217-ed21208cfbd7,חושף,0,1,0,1,1,Verb - pa'al
cdaa59ec-f01e-4768-b10e-80e53c9cc22f,חושפים,0,2,1,3,2,Verb - pa'al
3aa8963b-58a4-4d71-8aed-fedb2da7b9bd,חושפת,1,0,0,1,1,Verb - pa'al
8276a315-d680-411e-bcf7-407fbbdf1fd7,חושש,0,1,0,1,1,Verb - pa'al
960f495d-7fc8-4bd8-bcf5-d6433fc001c7,חוששות,0,5,0,5,1,Verb - pa'al
0b9f7c14-fab6-4d71-9aa0-95070ca2491f,חוששים,0,3,0,3,1,Verb - pa'al
81ecf0cf-18e3-4217-8dcb-4ccea999ef1d,חותך,2,0,1,3,2,Verb - pa'al
8d1b11d6-d8de-492e-89fd-da1a29eabdec,חותכים,2,0,0,2,1,Verb - pa'al
bd57fa7d-6a75-4da5-b0a9-24e8fedcf456,חותכת,3,0,0,3,1,Verb - pa'al
0ec69686-6882-4f05-95a2-6ca7e3364ba3,חותם,4,1,1,6,3,Verb - pa'al
c3a900b5-9823-42c1-8534-b9371211303d,חותמים,1,2,0,3,2,Verb - pa'al
0100fd5e-448d-4582-b21e-f93f80ea315b,חותמת,1,0,0,1,1,Verb - pa'al
8c62fb77-3950-4a1c-b3f3-db3aded1105f,חותר,1,0,0,1,1,Verb - pa'al
c1b59547-c0b1-4d7e-9d6c-e2db7f3bb5cf,חותרים,1,0,0,1,1,Verb - pa'al
b20357ab-c65a-4271-926c-961326fcd4b0,חזו,1,0,0,1,1,"Noun - masculine, Verb - pa'al"
7b986d93-2e21-4a3d-9d50-c5851e855e1d,חזון,0,9,0,9,1,Noun - masculine
b090fe5f-1cf7-41c9-af41-d3f914b7cb1c,חזונו,0,4,0,4,1,Noun - masculine
b0440b14-ee50-4a96-9196-03bb0f40f50a,חזונם,0,1,0,1,1,Noun - masculine
38923c71-3c61-4e34-a266-594c7ae7e428,חזור,0,0,1,1,1,Verb - pa'al
054ee133-7d14-4b99-af52-b5b69b95118f,חזי,0,1,0,1,1,"Noun - masculine, Verb - pa'al"
3894252d-9989-415f-86c6-d6b304ca2953,חזית,0,4,1,5,2,"Noun - feminine, Verb - pa'al"
7f659261-ac1c-4d44-992c-8b2f4a857fad,חזיתות,0,3,0,3,1,Noun - feminine
f2214da3-525b-4f8f-89dc-6ddd7fe347d8,חזן,0,1,0,1,1,"Noun - kattal pattern , masculine, Noun - masculine"
57e4a4af-70a7-486b-b893-364670502773,חזק,48,10,126,184,3,"Adjective - katal pattern, Verb - pa'al, Verb - pi'el"
7eafd709-d5ba-4386-bc9a-f006abacbaf8,חזקה,1,7,14,22,3,"Adjective - katal pattern, Noun - kitla pattern , feminine, Noun - ktala pattern , feminine, Verb - pa'al"
fe277f75-2311-4887-9320-c2d3a5210607,חזקות,0,1,7,8,2,"Adjective - katal pattern, Noun - kitla pattern , feminine, Noun - ktala pattern , feminine, Verb - pa'al"
77c47e74-8279-4c1e-ae39-e308739145cb,חזקי,0,1,0,1,1,"Verb - pa'al, Verb - pi'el"
ba40f6f6-b265-4d06-b90a-639c7451a22f,חזקים,3,7,5,15,3,"Adjective - katal pattern, Verb - pa'al"
6514537c-d4c5-4af9-b632-e49072b64741,חזקת,0,0,1,1,1,"Noun - kitla pattern , feminine, Noun - ktala pattern , feminine, Verb - pa'al"
a717624b-921e-4ef5-ad09-5801d2616468,חזקתם,0,1,0,1,1,"Noun - kitla pattern , feminine, Noun - ktala pattern , feminine, Verb - pa'al"
f9f681a5-5c42-43c0-8089-8b3a542b0146,חזר,4,12,20,36,3,"Verb - pa'al, Verb - pi'el"
7a735689-e7b9-43f1-b639-dc8538c3c034,חזרה,10,9,7,26,3,"Noun - ktala pattern , feminine, Verb - pa'al"
6a5f6734-67af-4b3a-a28a-11d31d6f1747,חזרו,3,15,2,20,3,"Verb - pa'al, Verb - pi'el"
dca7f73e-2716-4fa4-9948-655042cc9407,חזרי,9,0,0,9,1,"Verb - pa'al, Verb - pi'el"
a8af85c5-b190-45fe-8088-c6e569a93950,חזרנו,0,3,0,3,1,Verb - pa'al
4418cdc8-1761-4a2c-9304-a2230f0d2daa,חזרת,0,1,9,10,2,"Noun - kattelet pattern , feminine, Noun - ktala pattern , feminine, Verb - pa'al"
c983be54-3ab6-4e84-b6a7-29bb9c387ffc,חזרתו,0,2,0,2,1,"Noun - kattelet pattern , feminine, Noun - ktala pattern , feminine"
f2a6f66c-de19-41be-8430-8bd400ad23e8,חזרתי,7,3,0,10,2,"Noun - kattelet pattern , feminine, Noun - ktala pattern , feminine, Verb - pa'al"
fc9543f4-2225-400e-91c7-75aeecd0905d,חזרתם,0,1,1,2,2,"Noun - kattelet pattern , feminine, Noun - ktala pattern , feminine, Verb - pa'al"
c961d29f-4b5e-4449-b374-a9c49bd01d77,חטא,0,1,0,1,1,"Noun, Verb - pa'al, Verb - pi'el"
73ed27a7-4704-40f4-9168-0d04e7f044e8,חטאיהם,0,6,0,6,1,Noun
bb360168-45d4-4cdd-8bf9-aeed453e5d6b,חטאים,3,2,0,5,2,Noun
9a3a76ca-96b9-45e1-93d8-021a7624b169,חטאנו,1,1,0,2,2,"Noun, Verb - pa'al"
9649af62-88b9-4b95-8753-7c6796a8e2fa,חטאתי,1,0,0,1,1,Verb - pa'al
dcc6c701-0704-4f7c-b9af-6eb31fa959ab,חטוף,3,12,1,16,3,"Adjective - katul pattern, Verb - pa'al"
4b38b544-59b1-47c8-93c5-1cd7d0968bbc,חטופה,0,1,0,1,1,Adjective - katul pattern
9a8a22e3-4dc1-40f2-8540-38ee2b65edbe,חטופים,0,41,0,41,1,Adjective - katul pattern
a1ab6c48-8107-4134-a779-32a786a55e46,חטיבה,0,3,0,3,1,"Noun - ktila pattern , feminine"
975be515-0968-46ff-91ff-8fec4e1202bd,חטיבות,0,5,0,5,1,"Noun - ktila pattern , feminine"
1affa222-5d6c-4f68-99c2-4bf48a360039,חטיף,1,2,0,3,2,"Noun - katil pattern , masculine"
7c1df0e3-4b34-4403-92c7-494528115c8a,חטיפה,0,0,1,1,1,"Noun - katil pattern , masculine, Noun - ktila pattern , feminine"
177f1655-bbfd-461a-8210-b168ef0c029a,חטפתי,1,0,0,1,1,Verb - pa'al
d1088f20-bf6b-43ff-a74e-9e72b7c2ea9c,חי,29,36,51,116,3,"Adjective - kal pattern, Verb - pa'al"
6b252b1b-2f01-4ff1-9e81-e11c83335305,חיבוק,10,2,4,16,3,"Noun - kittul pattern , masculine"
18329851-ebe0-4e9d-826f-7b3ed9719468,חיבוקים,2,2,0,4,2,"Noun - kittul pattern , masculine"
cafd0e2a-4505-4efb-954b-d1a3cdeba564,חיבור,4,4,3,11,3,"Noun - kittul pattern , masculine"
0da4e07d-1a16-4900-adc0-e6b5da743fe7,חיבורי,0,2,0,2,1,"Noun - kittul pattern , masculine"
9b77f4bb-c64b-4134-88b7-9d9aeef37a4c,חיבורים,0,1,0,1,1,"Noun - kittul pattern , masculine"
b6293353-c017-4696-80ad-45e3ceb35eec,חיבר,1,1,0,2,2,Verb - pi'el
9646646d-c17a-4e57-ab45-085df1cd9ea3,חיברה,0,0,1,1,1,Verb - pi'el
b7509d30-92ba-4fc5-a871-87d87981e4a8,חיברו,0,1,0,1,1,Verb - pi'el
bcafa1db-40ae-4b19-98b3-236e093f9896,חיברתי,0,0,1,1,1,Verb - pi'el
700d0527-6c6f-44e7-a593-186bedf273d7,חידון,0,2,0,2,1,Noun - masculine
1e21446a-6dfd-48dc-b8ee-710f920f4695,חידונים,0,1,0,1,1,Noun - masculine
e9a6c6cc-51dc-48fe-a4fc-56a4bd5391d7,חידוש,0,9,7,16,2,"Noun - kittul pattern , masculine"
c0aa8c4e-f2dd-4873-9893-fd2b7285d1c9,חידושים,0,1,1,2,2,"Noun - kittul pattern , masculine"
8df75abb-4ee7-41d7-89c9-6426eae0a74a,חידש,1,1,0,2,2,Verb - pi'el
4bf6ad17-548a-4024-ba16-fbfc20db4303,חיה,6,11,7,24,3,"Adjective - kal pattern, Noun - katla pattern , feminine, Verb - pa'al"
f4200758-127c-466f-9bbe-beb0fd59bba2,חיו,0,10,0,10,1,Verb - pa'al
f939f71f-1f73-4539-8c39-6a4d95ba09dc,חיובי,0,1,0,1,1,"Noun - kittul pattern , masculine, Noun - masculine"
e9193eb2-e44c-4036-a367-81c5c7df0b35,חיוביות,0,4,0,4,1,Noun - masculine
8e6bf719-76bb-4234-a67a-17a1e7b6420b,חיוביים,0,1,0,1,1,Noun - masculine
5f71032f-4c0d-4afe-ae82-24d6db188eb8,חיובית,0,4,0,4,1,Noun - masculine
85890e3d-b339-40e0-a807-5c1d65a31da2,חיוך,14,5,8,27,3,"Noun - kittul pattern , masculine"
80e510a9-f420-4916-b537-7c536a81ab09,חיוכו,0,1,0,1,1,"Noun - kittul pattern , masculine"
3eac3bc5-05d9-4845-88f3-9ae166105199,חיוכיי,1,0,0,1,1,"Noun - kittul pattern , masculine"
b93cb477-61d3-4d4d-9773-5daf1d880ee0,חיוכים,1,0,0,1,1,"Noun - kittul pattern , masculine"
0ebf7264-1dd8-41c9-b31c-3d3a510d3bc5,חיוני,0,5,0,5,1,Adjective
0b2d710f-0339-457e-9993-28ab76715310,חיוניות,0,1,0,1,1,Adjective
ad41d2b9-3d55-4a94-b8bf-156796c44aad,חיוניים,0,2,0,2,1,Adjective
13cf44cd-9671-498e-b480-9dad29e5b1c8,חיונית,0,2,0,2,1,Adjective
7a2a7466-cf1b-4529-a0a2-072dc1bba339,חיות,2,6,2,10,3,"Adjective - kal pattern, Noun - feminine, Noun - katla pattern , feminine, Verb - pa'al"
3b660672-1d5b-4ed4-a77d-643061430a66,חיזוק,0,4,3,7,2,"Noun - kittul pattern , masculine"
a6cff12d-205d-4535-980a-9fd0a51b513b,חיזוקים,1,0,0,1,1,"Noun - kittul pattern , masculine"
d115d7c4-f39d-4d68-ba12-58cd1b3c9cbb,חיזק,0,0,2,2,1,Verb - pi'el
68a4aa13-7bb4-431d-817e-9dbeac6e8876,חיזקת,0,0,5,5,1,Verb - pi'el
9e1e67df-448d-49c3-9508-31ca2b83910f,חיזקתם,0,0,3,3,1,Verb - pi'el
3b492fbd-9354-4306-84d1-8fc28c7759c4,חיטה,0,7,0,7,1,"Noun - ketel pattern , masculine, Noun - kitla pattern , feminine"
db5cc02e-38b2-4649-85e1-e9097df00fee,חיי,19,15,10,44,3,"Noun - kal pattern , masculine, plural, Verb - pa'al"
a4e6022a-98c5-4182-9ea8-1508039f5289,חייב,14,9,32,55,3,"Adjective - kattal pattern, Noun - kattal pattern , masculine, Verb - pi'el"
1649e287-12c8-4fcd-94a0-166d8094b333,חייבות,0,1,0,1,1,Adjective - kattal pattern
26f1c6ea-51c9-49be-9ec6-6faf77297077,חייבים,0,13,8,21,2,"Adjective - kattal pattern, Noun - kattal pattern , masculine"
15374d5e-c8f3-4f89-b3c8-3dc4cc20af2a,חייבת,5,3,4,12,3,"Adjective - kattal pattern, Verb - pi'el"
5f1b83a7-ca48-4ae9-ac4d-48a57f1f4a05,חייגתי,1,0,0,1,1,Verb - pi'el
e1c93902-ee46-4fb8-8508-18b9786312b6,חייה,0,12,0,12,1,"Noun - kal pattern , masculine, plural, Verb - pi'el"
e8487946-560d-4667-9ada-d5a619fe0a11,חייהם,0,15,0,15,1,"Noun - kal pattern , masculine, plural"
bb401de5-5826-4e63-924e-7349b56227bd,חייו,1,21,4,26,3,"Noun - kal pattern , masculine, plural"
0ed842c7-839f-4cc8-b572-6a396520d827,חייזרים,1,0,0,1,1,Noun
bbeec71b-d93a-48e0-9667-d335045059c4,חייך,2,0,1,3,2,"Noun - kal pattern , masculine, plural, Verb - pi'el"
76f82463-6144-413d-b25c-967359224c7e,חייכם,0,2,1,3,2,"Noun - kal pattern , masculine, plural"
070c04ea-7263-4076-97f5-7a68dd84a547,חייכתי,2,0,0,2,1,Verb - pi'el
334c9552-3060-4e7f-81bb-fe967e503337,חייל,4,12,3,19,3,"Noun - kattal pattern , masculine, Verb - pi'el"
d063cc4e-0e79-4aa7-9cad-aa090a5ca5d4,חיילי,0,20,1,21,2,"Noun - kattal pattern , masculine, Verb - pi'el"
4dde02d7-893a-441e-a6ef-2f26ca34ecd2,חייליו,0,1,0,1,1,"Noun - kattal pattern , masculine"
08bc2840-e873-46b2-8d5d-7834870d51a6,חיילים,6,34,0,40,2,"Noun - kattal pattern , masculine"
40e0ab05-5bc1-47ad-b1e5-d9570201cc6e,חיילינו,0,2,0,2,1,"Noun - kattal pattern , masculine"
562735e6-ce77-4073-b453-ea1161ab3b7c,חיילת,0,1,0,1,1,Verb - pi'el
9d0bc3f7-5d8e-4bf6-a5fa-0efcde74eec2,חיים,37,109,73,219,3,"Adjective - kal pattern, Noun - kal pattern , masculine, plural, Verb - pa'al"
8eaa6ab2-dbf4-482f-9d75-e19fbd32b9c8,חיינו,1,9,2,12,3,"Noun - kal pattern , masculine, plural, Verb - pa'al"
b3569679-0754-4a53-a7ed-c6a01978945f,חייתי,0,3,4,7,2,"Noun - katla pattern , feminine, Verb - pa'al"
d3d8cd83-1d94-4af0-8cbe-e89c71c3826a,חיכה,2,0,0,2,1,"Noun - ketel pattern , masculine, Verb - pi'el"
77677b93-f9ce-43df-8d64-b88be36a4dde,חיכו,0,2,2,4,2,"Noun - ketel pattern , masculine, Verb - pi'el"
52adf049-2d69-45d9-8e5c-06b9ec7a67c8,חיכינו,1,0,26,27,2,"Noun - ketel pattern , masculine, Verb - pi'el"
cc8e6d5b-79d3-4c5d-ad9d-22221a01f337,חיכית,1,0,2,3,2,Verb - pi'el
84a2782c-5ff9-4c3c-ad7a-4d15667bdb2e,חיכיתי,14,1,43,58,3,Verb - pi'el
74480d2b-3354-413c-98a6-235fc51fa9cd,חיכנו,0,0,6,6,1,"Noun - ketel pattern , masculine"
903cd610-e0e2-47c4-acae-82c68218319b,חיכתה,0,1,2,3,2,Verb - pi'el
8d6f23c2-3551-4e7b-9d53-d0cd487f5e38,חיל,5,36,2,43,3,"Noun - ketel pattern , masculine"
3ac9ca97-38d0-4fdd-95d6-ca0297702122,חילול,0,1,2,3,2,"Noun - kittul pattern , masculine"
298b4f0b-7b40-4ef8-b3da-57f36829ed3a,חילוני,1,0,0,1,1,Adjective
ca5bd3ec-ed79-4ac3-98ac-cdd86660406c,חילוניות,0,1,0,1,1,Adjective
3d198111-8895-4667-a8c9-4758ac8d59ac,חילופי,0,2,0,2,1,"Adjective, Noun - kittul pattern , masculine"
05e62722-3791-4d81-8778-79f6edd5cf6f,חילוץ,0,7,0,7,1,"Noun - kittul pattern , masculine"
8d7bf82b-989a-4180-a12e-a602740564b6,חילי,0,2,0,2,1,"Noun - ketel pattern , masculine"
e7ee043f-0bbf-4139-b8d0-96b4f9b8f8d8,חיללו,1,0,0,1,1,Verb - pi'el
9609c5c8-41ba-49db-b235-ec4f799f42c7,חילץ,0,3,0,3,1,Verb - pi'el
f4f6bf95-8fc0-4b8d-9b51-a0a7e0394cb4,חילצו,0,2,0,2,1,Verb - pi'el
843bec2a-87d7-46c1-b519-1d9952ccffb1,חילקו,0,2,0,2,1,Verb - pi'el
c8e650fe-16a6-4e72-adde-b6fef11cffaa,חימום,0,3,0,3,1,"Noun - kittul pattern , masculine"
fc275d99-3a33-491f-90dd-d1e7541da519,חימוש,0,1,0,1,1,"Noun - kittul pattern , masculine"
1f9084fa-bc63-4923-9735-95de599588f7,חינה,1,0,0,1,1,"Noun - ketel pattern , masculine"
46a1b934-0e5d-49b3-abce-c54560b846b3,חינוך,1,39,0,40,2,"Noun - kittul pattern , masculine"
afee3b73-723c-491d-9ccb-43f0f2f5887a,חינוכיות,0,1,0,1,1,Adjective
d967a6b0-2379-4a74-b8d1-e9abdc030f25,חינוכיים,0,4,0,4,1,Adjective
94733a89-7b61-4076-87fb-49a91469975f,חינוכית,0,1,0,1,1,Adjective
